Gender,AgeGroup,Program,Income,State,Device,OS,Browser,option,click
0,3,A,200744,NY,Mobile,Windows,Chrome,B,0
0,3,C,380014,NY,Mobile,Apple,Chrome,B,0
1,6,C,258194,TX,Mobile,Windows,Chrome,B,0
0,3,C,135033,NY,Mobile,Apple,Safari,A,0
1,3,A,129436,TX,Mobile,Windows,Chrome,B,0
1,1,E,268438,NY,Desktop,Apple,Safari,B,0
1,3,D,94943,NY,Desktop,Apple,Safari,A,0
0,4,A,70601,CA,Mobile,Apple,Safari,A,0
1,5,C,331916,NY,Mobile,Windows,Chrome,B,0
1,NA,D,376874,CA,Mobile,Apple,Safari,B,0
1,3,E,236723,NA,Desktop,Apple,Chrome,B,0
1,2,E,290126,NA,Tablet,Windows,Opera,A,0
1,0,A,64616,TX,Mobile,Windows,Chrome,B,0
1,2,D,315410,NJ,Desktop,Apple,Chrome,B,0
1,6,NA,459995,TX,Desktop,Apple,Safari,B,0
1,4,D,421017,CA,Mobile,Apple,Safari,B,0
0,1,A,175869,NY,Desktop,Windows,Chrome,B,0
0,2,A,147696,NA,Mobile,Apple,Safari,A,0
1,4,D,376525,NJ,Desktop,Apple,Opera,A,0
1,4,D,458598,CA,Mobile,Apple,Opera,A,0
1,2,E,92826,CA,Mobile,Apple,Chrome,A,0
0,2,D,492264,CA,Desktop,Apple,Safari,B,0
0,4,C,147740,CA,Desktop,Apple,Safari,B,0
1,3,D,346906,CA,Desktop,Windows,Safari,A,0
1,4,D,144415,NY,Mobile,Windows,Chrome,B,0
0,4,A,102127,CA,Tablet,Windows,Safari,B,0
1,6,C,472635,CA,Desktop,Apple,Chrome,B,0
0,1,E,85970,NY,Mobile,Windows,Safari,B,0
1,1,E,55509,NY,Mobile,Apple,Chrome,A,0
0,2,E,156010,NY,Desktop,Windows,Chrome,B,0
1,3,D,170963,NJ,Desktop,Apple,Chrome,B,0
1,4,E,300436,NJ,Mobile,Apple,Safari,B,0
0,3,D,418965,NY,Mobile,Apple,Chrome,B,0
0,3,A,345637,TX,Mobile,Apple,Chrome,B,0
1,5,C,188732,CA,Desktop,Apple,Chrome,B,0
0,3,D,340038,NY,Mobile,Apple,Chrome,B,0
1,6,E,191165,NA,Mobile,Apple,Chrome,B,0
1,3,C,245791,NJ,Desktop,Apple,Chrome,A,0
1,3,E,79452,TX,Desktop,Windows,Safari,B,0
0,5,A,157503,NY,Mobile,Windows,Safari,B,0
1,4,C,431643,NJ,Mobile,Apple,Chrome,A,0
0,5,E,489545,NJ,Mobile,Apple,Safari,B,0
0,5,C,97454,CA,Mobile,Windows,Opera,B,0
1,3,E,349387,CA,Mobile,Apple,Chrome,B,0
1,1,E,217873,NY,Desktop,Windows,Chrome,B,0
0,6,A,52681,CA,Desktop,Windows,Chrome,A,0
1,5,E,492797,NY,Desktop,Windows,Chrome,B,0
0,4,C,281352,NY,Mobile,Windows,Safari,A,0
0,6,A,53903,NY,Mobile,Windows,Chrome,B,0
0,4,D,168049,NY,Mobile,Apple,Safari,A,0
1,4,A,196087,NA,Mobile,Apple,Chrome,B,1
1,3,B,71701,NJ,Mobile,Apple,Safari,A,0
0,1,E,336823,NY,Desktop,Windows,Chrome,A,0
0,2,D,192592,NY,Mobile,Apple,Chrome,B,0
0,1,E,57990,TX,Mobile,Apple,Chrome,A,0
0,6,D,107217,NY,Desktop,Windows,Chrome,B,1
0,4,D,427807,TX,Tablet,Windows,Chrome,A,0
1,2,A,471757,CA,Mobile,Apple,Chrome,A,0
1,3,B,486727,NY,Mobile,Windows,Chrome,B,0
0,2,E,300710,CA,Mobile,Apple,Chrome,B,1
1,2,E,143749,NY,Desktop,Windows,Safari,B,0
0,2,E,404729,NY,Mobile,Windows,Chrome,A,0
1,0,D,200134,NJ,Mobile,Apple,Chrome,A,0
1,1,D,347483,CA,Mobile,Windows,Safari,B,0
0,1,A,70182,TX,Desktop,Apple,Chrome,B,0
1,6,C,80360,NJ,Desktop,Apple,Chrome,B,0
0,0,A,473189,NY,Desktop,Apple,Safari,B,0
0,2,E,405816,NY,Mobile,Apple,Chrome,B,0
1,5,D,375715,CA,Mobile,Windows,Chrome,B,0
0,1,A,493492,CA,Mobile,Windows,Safari,B,0
0,2,E,95191,NJ,Mobile,Windows,Safari,B,0
1,2,A,251770,NA,Mobile,Windows,Safari,B,0
1,1,A,354861,TX,Desktop,Apple,Opera,B,0
0,0,A,262326,NY,Desktop,Apple,Safari,A,0
1,5,E,73933,NA,Desktop,Windows,Chrome,A,0
0,6,D,242217,CA,Desktop,Apple,Opera,A,0
0,2,E,295211,NA,Mobile,Apple,Chrome,B,0
1,4,A,382561,CA,Mobile,Windows,Safari,A,0
0,3,A,187004,NA,Desktop,Apple,Chrome,B,0
0,2,E,253514,CA,Desktop,Windows,Chrome,B,0
1,6,D,162567,NJ,Mobile,Apple,Chrome,A,0
0,6,E,237382,NJ,Mobile,Apple,Chrome,A,0
1,4,E,468392,CA,Tablet,Apple,Safari,A,0
1,0,E,328017,CA,Desktop,Apple,Chrome,A,0
0,5,D,412279,NY,Desktop,Apple,Chrome,B,0
0,2,C,418616,CA,Tablet,Windows,Chrome,A,0
1,2,A,473745,CA,Mobile,Apple,Safari,B,0
0,5,NA,232685,NY,Desktop,Apple,Chrome,A,0
1,5,A,147530,CA,Mobile,Windows,Safari,B,0
1,1,C,487982,NJ,Desktop,Apple,Chrome,B,0
0,4,C,383849,NJ,Mobile,Apple,Safari,B,0
1,3,E,82562,TX,Mobile,Apple,Safari,A,0
0,4,D,392856,NY,Desktop,Apple,Chrome,A,0
1,3,A,176145,TX,Desktop,Apple,Safari,A,0
0,2,A,223879,NA,Mobile,Windows,Chrome,B,0
0,5,NA,214135,NJ,Mobile,Windows,Chrome,A,0
1,3,C,315977,TX,Mobile,Apple,Chrome,A,0
0,3,A,139593,TX,Mobile,Windows,Safari,B,0
0,3,C,192677,NY,Desktop,Apple,Chrome,B,0
0,1,D,366519,NY,Mobile,Apple,Safari,B,0
1,1,E,270616,NJ,Mobile,Windows,Chrome,A,1
1,1,E,209258,CA,Mobile,Windows,Safari,A,0
1,6,C,334224,NY,Mobile,Windows,Safari,B,0
1,4,E,249150,NA,Mobile,Windows,Chrome,B,0
1,2,A,195358,CA,Mobile,Windows,Opera,B,0
1,0,D,472230,NY,Mobile,Apple,Safari,B,0
0,2,D,422238,NY,Mobile,Apple,Opera,B,0
0,2,C,160643,CA,Mobile,Apple,Chrome,B,0
0,NA,A,265078,CA,Desktop,Apple,Safari,A,0
1,3,C,89771,NJ,Mobile,Apple,Chrome,A,0
1,4,E,167310,NJ,Mobile,Apple,Opera,A,0
1,3,D,57993,NY,Desktop,Apple,Chrome,B,0
1,1,A,300810,CA,Mobile,Windows,Chrome,B,0
1,1,D,237409,NJ,Mobile,Apple,Chrome,A,0
1,6,E,56977,NY,Desktop,Apple,Safari,B,0
1,4,E,360396,CA,Desktop,Apple,Chrome,A,0
0,2,E,111562,CA,Mobile,Windows,Chrome,B,0
0,2,A,374023,NY,Mobile,Windows,Safari,A,0
1,4,A,106220,TX,Mobile,Windows,Chrome,B,0
1,3,E,465654,NJ,Desktop,Windows,Chrome,B,0
0,3,E,264338,NY,Desktop,Windows,Chrome,B,1
0,4,E,281740,NY,Mobile,Apple,Chrome,A,0
1,3,C,302453,NY,Desktop,Windows,Chrome,B,0
1,3,C,112031,NY,Desktop,Apple,Chrome,B,0
1,5,D,319903,CA,Mobile,Windows,Chrome,A,0
0,4,A,489321,NY,Desktop,Apple,Safari,A,0
1,NA,E,390760,NY,Mobile,Windows,Safari,A,0
0,4,E,426989,CA,Mobile,Apple,Opera,A,0
0,5,C,123539,NY,Mobile,Windows,Safari,A,0
0,4,E,119410,NJ,Mobile,Windows,Chrome,B,0
0,3,C,496332,NJ,Desktop,Apple,Safari,A,0
1,3,A,147287,NY,Mobile,Windows,Chrome,B,1
0,3,NA,363696,NY,Desktop,Windows,Chrome,A,1
1,1,C,356435,NY,Mobile,Windows,Chrome,A,0
0,1,D,118075,NY,Mobile,Apple,Opera,A,0
1,2,E,128899,NY,Desktop,Windows,Chrome,A,0
1,4,A,470607,NJ,Mobile,Windows,Chrome,B,0
1,4,D,483271,NJ,Mobile,Windows,Chrome,A,0
1,6,C,202529,NA,Desktop,Apple,Safari,B,0
0,3,D,227870,CA,Desktop,Windows,Opera,B,0
1,3,D,258059,NJ,Desktop,Windows,Chrome,B,0
0,2,NA,244595,TX,Mobile,Windows,Chrome,B,0
1,3,C,470828,NY,Desktop,Apple,Chrome,B,0
0,5,NA,411999,CA,Mobile,Apple,Chrome,B,0
1,4,D,446584,NY,Desktop,Windows,Chrome,B,0
1,5,D,400404,NY,Desktop,Apple,Opera,B,0
0,1,A,394353,NY,Mobile,Apple,Chrome,B,0
1,4,A,249972,CA,Mobile,Windows,Safari,A,0
0,1,A,77851,NY,Desktop,Windows,Safari,A,0
1,2,E,241585,NY,Mobile,Apple,Chrome,A,0
1,2,A,377151,NJ,Desktop,Windows,Safari,A,0
0,2,NA,370906,TX,Desktop,Apple,Chrome,A,0
1,3,A,495060,NY,Mobile,Apple,Chrome,A,0
1,3,A,149958,NA,Mobile,Apple,Chrome,B,0
1,1,E,186027,CA,Desktop,Apple,Chrome,A,0
1,5,E,302435,NY,Desktop,Apple,Chrome,A,0
1,5,E,435691,CA,Desktop,Windows,Chrome,A,0
0,4,NA,244770,NJ,Mobile,Windows,Safari,A,0
1,3,A,479887,CA,Mobile,Apple,Chrome,A,0
0,3,A,155970,NJ,Mobile,Apple,Safari,B,0
1,5,E,230754,NY,Desktop,Apple,Chrome,A,0
0,5,C,329466,CA,Mobile,Windows,Chrome,B,0
1,3,E,349352,NA,Mobile,Apple,Chrome,A,0
1,3,A,322856,NY,Desktop,Windows,Chrome,B,0
0,3,C,311018,NJ,Mobile,Apple,Chrome,A,0
1,4,A,302786,NJ,Mobile,Windows,Chrome,B,0
0,4,C,323276,TX,Desktop,Apple,Chrome,B,0
1,2,A,308677,NY,Desktop,Apple,Chrome,A,0
0,4,C,268102,NJ,Desktop,Windows,Chrome,B,0
0,2,D,174268,CA,Desktop,Apple,Chrome,A,0
0,6,E,297852,TX,Mobile,Apple,Chrome,B,0
1,4,E,100227,NY,Mobile,Apple,Opera,A,0
1,2,C,128213,CA,Desktop,Windows,Opera,B,0
1,1,E,299439,NY,Mobile,Windows,Chrome,A,0
0,NA,E,281652,NY,Desktop,Windows,Chrome,A,0
0,2,D,58475,NY,Mobile,Apple,Safari,A,0
0,2,E,478112,CA,Desktop,Apple,Safari,A,0
0,1,D,396751,TX,Mobile,Apple,Chrome,A,0
0,0,C,368253,NY,Desktop,Windows,Chrome,A,0
1,0,C,64956,CA,Desktop,Apple,Chrome,B,0
0,3,B,207845,CA,Mobile,Apple,Chrome,A,0
0,5,D,347460,NA,Mobile,Apple,Chrome,B,0
0,0,D,492756,NY,Mobile,Apple,Chrome,A,0
0,4,E,465604,CA,Mobile,Windows,Opera,A,0
0,0,D,57119,CA,Desktop,Windows,Chrome,B,0
0,4,E,345955,NY,Desktop,Windows,Opera,B,1
1,3,E,332648,NJ,Desktop,Apple,Safari,B,0
0,1,E,104518,NA,Mobile,Windows,Safari,A,0
0,4,C,322544,NY,Mobile,Apple,Safari,A,0
1,0,E,248861,CA,Desktop,Apple,Chrome,A,0
0,5,E,52253,CA,Mobile,Apple,Chrome,B,0
0,2,E,264890,TX,Mobile,Windows,Chrome,A,0
1,3,A,105688,NJ,Mobile,Windows,Chrome,B,0
0,4,C,242476,TX,Mobile,Apple,Chrome,A,0
0,6,E,489893,TX,Mobile,Apple,Safari,A,0
0,6,E,251161,TX,Desktop,Apple,Safari,B,1
0,1,E,158991,NY,Mobile,Windows,Chrome,A,0
0,1,E,259036,NY,Mobile,Windows,Chrome,A,0
1,3,A,330485,NY,Mobile,Apple,Chrome,A,0
0,2,A,161648,CA,Desktop,Windows,Chrome,A,0
0,4,D,402666,NA,Mobile,Windows,Chrome,B,0
0,4,E,116717,NY,Mobile,Apple,Safari,B,0
0,5,E,219710,CA,Mobile,Windows,Chrome,A,0
0,1,C,316864,NY,Mobile,Apple,Opera,B,0
0,1,D,453952,NY,Mobile,Windows,Chrome,B,0
0,3,D,319256,CA,Mobile,Windows,Chrome,A,0
0,3,C,244679,CA,Desktop,Apple,Chrome,A,0
0,3,A,467865,NY,Mobile,Apple,Chrome,B,0
0,5,B,165084,NJ,Mobile,Apple,Safari,B,0
1,4,E,203421,CA,Mobile,Apple,Safari,A,0
1,4,A,408723,NJ,Desktop,Windows,Opera,B,0
0,1,A,312838,CA,Mobile,Apple,Safari,A,0
1,1,A,310515,CA,Mobile,Windows,Chrome,A,0
0,3,NA,292727,NJ,Desktop,Windows,Safari,B,0
1,1,E,174818,NY,Mobile,Apple,Safari,A,0
1,2,E,97287,NA,Mobile,Windows,Chrome,B,0
0,0,E,346535,NJ,Mobile,Apple,Chrome,A,0
1,3,E,163266,NJ,Desktop,Apple,Chrome,A,0
1,2,C,55985,NA,Mobile,Windows,Opera,B,0
1,2,D,116446,CA,Mobile,Windows,Safari,B,0
0,3,C,407966,CA,Desktop,Apple,Chrome,A,0
1,3,C,367620,NY,Mobile,Windows,Chrome,A,0
1,3,E,384319,TX,Mobile,Windows,Chrome,B,0
0,2,E,235205,NY,Mobile,Apple,Chrome,A,0
1,1,D,235287,TX,Mobile,Windows,Opera,B,0
1,5,A,333616,NY,Mobile,Apple,Chrome,B,0
0,2,E,118360,CA,Desktop,Apple,Safari,B,1
0,5,E,494722,CA,Mobile,Apple,Chrome,B,0
0,3,E,248233,NA,Desktop,Apple,Chrome,B,0
0,4,E,313708,NY,Mobile,Windows,Chrome,B,0
1,1,E,490114,NJ,Desktop,Windows,Opera,B,0
0,2,E,62724,NY,Mobile,Apple,Chrome,B,0
0,6,E,127512,NY,Mobile,Windows,Safari,A,1
1,2,D,86159,CA,Mobile,Apple,Chrome,B,0
0,6,D,463575,CA,Mobile,Windows,Safari,B,0
0,2,D,67833,NJ,Desktop,Apple,Chrome,B,0
1,1,E,349639,NJ,Desktop,Windows,Chrome,B,0
0,3,C,435677,CA,Mobile,Apple,Chrome,B,0
1,2,D,359974,NY,Mobile,Apple,Chrome,B,0
1,3,D,193654,NY,Desktop,Windows,Safari,B,0
1,4,E,202323,CA,Desktop,Apple,Safari,A,0
0,4,E,189711,CA,Mobile,Windows,Safari,B,0
0,3,C,251552,NY,Mobile,Windows,Chrome,A,0
1,3,A,309261,TX,Mobile,Apple,Opera,A,1
1,2,C,383194,NY,Mobile,Apple,Opera,A,0
0,3,E,175180,NY,Desktop,Apple,Safari,A,0
1,5,D,446679,NJ,Desktop,Apple,Chrome,A,1
0,1,B,231938,NY,Desktop,Apple,Chrome,A,0
1,3,D,312425,CA,Desktop,Windows,Safari,A,0
1,3,D,130557,NJ,Mobile,Apple,Safari,B,0
0,1,D,249697,CA,Desktop,Windows,Chrome,A,0
1,2,A,331158,NY,Desktop,Windows,Opera,A,0
0,5,A,466061,NY,Mobile,Windows,Chrome,A,0
0,3,A,116216,TX,Mobile,Apple,Chrome,B,0
1,3,E,182345,CA,Desktop,Apple,Chrome,B,0
0,2,E,203470,NJ,Mobile,Windows,Chrome,B,0
1,4,D,347369,CA,Desktop,Apple,Chrome,A,0
0,5,D,497930,NY,Desktop,Apple,Chrome,A,0
1,3,D,118866,NY,Desktop,Apple,Safari,B,0
0,6,D,386845,CA,Mobile,Apple,Chrome,B,0
1,3,A,355572,CA,Mobile,Windows,Chrome,B,0
1,5,C,98533,NY,Mobile,Apple,Chrome,A,0
1,5,E,293013,TX,Mobile,Apple,Chrome,B,0
1,2,D,223957,TX,Mobile,Windows,Chrome,A,0
1,5,D,400386,CA,Mobile,Apple,Safari,B,0
1,3,C,96722,CA,Mobile,Apple,Chrome,B,0
0,1,D,422948,TX,Mobile,Windows,Safari,B,0
0,0,D,177318,CA,Mobile,Windows,Safari,B,0
1,NA,D,496231,NY,Mobile,Windows,Chrome,B,0
0,1,NA,455697,NJ,Desktop,Apple,Safari,A,1
1,4,A,82621,NJ,Mobile,Apple,Chrome,A,0
0,5,C,192135,NY,Mobile,Apple,Chrome,B,0
0,2,D,171455,NJ,Mobile,Windows,Safari,A,0
0,2,C,181148,NY,Mobile,Windows,Chrome,B,1
0,2,D,495438,NY,Mobile,Apple,Safari,B,1
0,4,A,200787,CA,Mobile,Windows,Safari,B,0
0,0,NA,238561,TX,Desktop,Apple,Chrome,B,0
0,6,A,220215,NY,Desktop,Apple,Safari,B,0
1,5,D,216189,CA,Desktop,Apple,Chrome,B,0
0,2,C,267472,NA,Mobile,Apple,Safari,B,0
1,4,D,236624,NY,Desktop,Apple,Opera,B,0
0,4,D,163847,CA,Tablet,Apple,Chrome,B,0
0,3,E,441502,NJ,Mobile,Windows,Safari,A,0
1,3,E,224695,NA,Mobile,Apple,Chrome,B,0
1,3,C,417094,CA,Tablet,Apple,Chrome,B,0
1,3,C,120971,CA,Desktop,Apple,Opera,A,1
1,3,B,306248,NA,Mobile,Apple,Chrome,B,0
1,4,A,464587,CA,Mobile,Apple,Chrome,B,0
1,3,D,320806,CA,Mobile,Apple,Chrome,B,0
0,5,E,455038,TX,Mobile,Apple,Chrome,B,0
1,2,D,240874,NY,Desktop,Windows,Chrome,A,0
0,2,D,199971,NA,Tablet,Apple,Chrome,B,0
0,2,D,444857,CA,Mobile,Windows,Chrome,A,0
1,3,E,142254,NJ,Mobile,Apple,Chrome,B,0
0,0,D,360845,CA,Mobile,Apple,Safari,B,0
0,1,E,82820,CA,Desktop,Apple,Safari,A,0
1,6,NA,220613,TX,Mobile,Apple,Safari,B,0
0,1,E,102148,NY,Mobile,Apple,Chrome,B,0
0,3,E,460722,NJ,Mobile,Apple,Chrome,B,0
1,5,E,72621,NA,Mobile,Apple,Safari,B,0
0,2,D,492024,NJ,Mobile,Windows,Chrome,A,0
1,3,A,314085,NY,Desktop,Windows,Chrome,B,0
0,3,E,378649,CA,Mobile,Apple,Safari,B,0
0,3,E,104579,CA,Mobile,Windows,Safari,B,0
1,2,C,232099,CA,Mobile,Windows,Chrome,A,0
1,4,D,448228,CA,Desktop,Windows,Safari,A,0
1,6,A,339489,NY,Mobile,Apple,Chrome,A,0
0,2,E,111234,NY,Mobile,Apple,Chrome,B,0
0,5,D,91963,NY,Mobile,Windows,Opera,A,0
0,4,A,212535,NJ,Desktop,Apple,Chrome,B,0
1,3,E,417405,CA,Mobile,Windows,Chrome,A,0
0,3,E,370513,CA,Mobile,Apple,Chrome,B,0
1,0,D,57904,NY,Mobile,Apple,Opera,B,0
0,3,A,468691,CA,Mobile,Windows,Chrome,B,0
1,NA,E,57799,CA,Mobile,Apple,Opera,B,1
0,5,NA,361791,CA,Tablet,Apple,Safari,B,0
0,1,A,70175,CA,Desktop,Windows,Chrome,B,0
1,3,C,322738,NJ,Mobile,Windows,Safari,A,0
0,0,D,160515,CA,Mobile,Windows,Chrome,B,0
0,2,B,325502,CA,Mobile,Apple,Chrome,B,0
1,5,C,393839,NJ,Desktop,Apple,Chrome,A,0
1,5,E,404460,TX,Mobile,Apple,Opera,A,0
1,3,C,444382,CA,Mobile,Windows,Chrome,B,0
1,4,D,382361,NY,Tablet,Apple,Safari,B,0
0,3,B,430072,NA,Desktop,Apple,Safari,A,0
0,4,C,192921,CA,Mobile,Windows,Chrome,B,0
1,3,D,246264,NY,Mobile,Apple,Opera,B,0
1,5,D,241059,CA,Desktop,Windows,Chrome,B,0
0,4,B,435740,CA,Desktop,Windows,Opera,A,0
0,1,C,207368,CA,Desktop,Apple,Chrome,A,0
1,0,E,335528,TX,Desktop,Apple,Chrome,A,0
1,4,NA,356475,NJ,Mobile,Windows,Safari,B,0
0,4,E,315299,NJ,Mobile,Apple,Chrome,B,0
1,5,E,239181,TX,Mobile,Apple,Chrome,A,0
0,2,C,494968,NJ,Mobile,Windows,Chrome,A,1
0,2,C,285112,NY,Mobile,Apple,Chrome,A,0
0,4,A,378956,CA,Desktop,Windows,Chrome,A,0
1,0,D,92671,CA,Mobile,Apple,Chrome,B,0
0,4,C,153504,CA,Desktop,Apple,Safari,B,1
1,1,A,286845,CA,Mobile,Windows,Opera,A,0
0,4,A,95050,NY,Mobile,Windows,Chrome,B,0
1,NA,D,442647,NA,Desktop,Windows,Chrome,A,0
1,5,C,211545,NY,Mobile,Windows,Safari,B,1
1,1,C,292625,TX,Mobile,Windows,Chrome,A,1
1,3,B,166195,CA,Desktop,Windows,Opera,A,0
0,0,NA,51317,CA,Mobile,Apple,Safari,A,0
1,4,B,480154,TX,Mobile,Apple,Chrome,B,0
1,3,E,386690,NY,Mobile,Windows,Safari,A,0
0,3,A,207576,NJ,Mobile,Windows,Chrome,B,0
0,2,C,176511,CA,Desktop,Windows,Safari,B,0
1,3,E,273090,NA,Desktop,Apple,Safari,A,0
0,6,A,443423,CA,Mobile,Apple,Safari,B,0
1,1,D,163191,NJ,Desktop,Windows,Chrome,B,0
1,0,E,347871,NY,Desktop,Apple,Chrome,B,0
0,6,C,312960,NJ,Mobile,Apple,Chrome,B,1
0,1,D,488344,NY,Mobile,Apple,Safari,B,0
1,6,D,180585,NJ,Desktop,Apple,Safari,B,0
1,3,E,131462,NY,Mobile,Windows,Chrome,A,1
1,4,C,74894,TX,Desktop,Apple,Safari,A,0
0,3,C,351102,TX,Mobile,Windows,Safari,A,0
1,1,D,330643,NJ,Desktop,Apple,Chrome,A,1
1,2,C,121732,CA,Mobile,Apple,Chrome,A,0
0,0,D,321054,NJ,Mobile,Windows,Safari,A,0
1,0,A,267988,TX,Desktop,Apple,Chrome,B,0
0,2,E,336810,CA,Mobile,Apple,Chrome,A,0
1,2,E,118957,CA,Mobile,Windows,Chrome,A,1
1,3,A,228747,NY,Mobile,Windows,Safari,B,0
1,4,C,88464,NY,Mobile,Windows,Safari,A,0
1,4,D,317295,NA,Mobile,Apple,Chrome,B,0
1,3,E,439625,TX,Mobile,Apple,Chrome,A,0
1,6,D,340979,CA,Mobile,Apple,Chrome,A,0
0,4,E,108282,NY,Desktop,Apple,Chrome,A,0
1,3,E,271773,NA,Mobile,Windows,Chrome,A,0
1,4,D,422876,CA,Mobile,Windows,Chrome,B,0
1,3,D,234402,TX,Desktop,Apple,Opera,B,0
1,6,E,153974,CA,Mobile,Windows,Opera,B,0
0,3,C,122689,NJ,Desktop,Apple,Chrome,B,0
0,3,NA,110045,CA,Mobile,Windows,Safari,A,0
0,5,A,138131,NY,Mobile,Windows,Chrome,A,0
0,2,A,78575,NA,Mobile,Apple,Chrome,B,0
1,1,A,447915,TX,Mobile,Windows,Safari,A,0
0,6,E,371329,NJ,Mobile,Windows,Opera,A,0
1,NA,C,314338,NY,Desktop,Windows,Chrome,B,0
0,5,D,251198,CA,Mobile,Windows,Opera,A,0
0,6,D,66931,NY,Mobile,Apple,Safari,A,0
1,5,C,74461,CA,Mobile,Windows,Chrome,B,0
0,2,E,251817,NA,Mobile,Apple,Chrome,B,0
0,5,A,332161,NJ,Mobile,Windows,Chrome,A,0
0,3,E,496544,TX,Mobile,Windows,Chrome,A,0
1,4,A,82930,NY,Mobile,Apple,Opera,A,0
1,3,E,460951,NY,Desktop,Apple,Safari,B,0
1,4,C,322070,CA,Desktop,Windows,Chrome,B,0
1,2,A,119837,CA,Desktop,Apple,Chrome,A,0
1,4,E,364429,NY,Mobile,Apple,Opera,A,0
0,1,D,268322,CA,Mobile,Apple,Safari,B,0
1,3,D,435710,NJ,Desktop,Windows,Chrome,B,0
0,5,D,168100,CA,Mobile,Apple,Chrome,B,1
1,2,E,287341,CA,Desktop,Apple,Safari,A,0
1,3,A,63820,CA,Desktop,Apple,Chrome,B,0
0,3,A,164428,CA,Desktop,Windows,Safari,B,0
0,0,D,81460,CA,Mobile,Apple,Safari,B,0
0,2,E,59968,NA,Desktop,Windows,Safari,A,0
0,4,D,416327,NY,Mobile,Apple,Chrome,A,0
0,2,E,203080,NJ,Desktop,Windows,Opera,A,0
1,1,D,404193,CA,Desktop,Windows,Opera,A,0
1,3,A,278876,NY,Mobile,Apple,Chrome,A,0
0,3,A,469854,CA,Mobile,Apple,Chrome,A,0
1,5,A,256234,NY,Mobile,Windows,Chrome,B,0
0,2,E,196543,CA,Mobile,Apple,Chrome,A,0
0,3,C,89692,NY,Tablet,Windows,Chrome,B,0
1,2,E,430740,CA,Desktop,Windows,Chrome,A,0
1,3,D,343732,CA,Desktop,Apple,Safari,A,0
0,2,D,201579,NY,Mobile,Apple,Chrome,B,0
1,4,D,68209,CA,Mobile,Windows,Safari,A,0
1,1,D,54758,NY,Mobile,Windows,Chrome,A,0
1,4,D,205348,CA,Mobile,Apple,Chrome,A,1
1,3,NA,341119,NY,Mobile,Apple,Opera,B,0
0,3,E,120447,NY,Mobile,Apple,Chrome,B,0
1,4,C,74589,CA,Desktop,Apple,Safari,B,0
0,4,A,193510,TX,Mobile,Windows,Opera,B,0
0,2,NA,454350,NY,Mobile,Apple,Opera,B,0
1,5,E,475967,NJ,Mobile,Apple,Chrome,A,0
1,4,C,386169,NJ,Desktop,Windows,Safari,A,0
0,3,E,222947,NY,Mobile,Windows,Safari,B,0
0,1,D,449434,NY,Tablet,Apple,Chrome,B,0
1,3,D,306849,NY,Mobile,Windows,Safari,B,0
1,6,E,296363,NJ,Desktop,Apple,Chrome,A,0
1,1,A,456296,NY,Desktop,Apple,Chrome,B,0
1,4,A,210063,NJ,Mobile,Apple,Safari,A,0
1,2,D,98059,NY,Desktop,Windows,Safari,A,0
1,4,C,241854,CA,Mobile,Apple,Opera,A,0
0,3,E,422556,TX,Mobile,Windows,Chrome,B,1
1,4,A,421123,CA,Mobile,Apple,Chrome,A,0
1,3,C,110579,NY,Mobile,Apple,Chrome,A,0
0,4,E,430248,CA,Tablet,Windows,Chrome,B,0
0,2,E,67646,CA,Mobile,Windows,Chrome,A,0
1,4,A,188267,NY,Mobile,Apple,Chrome,B,0
0,4,E,96860,NA,Mobile,Windows,Chrome,A,1
1,6,E,386690,CA,Desktop,Windows,Safari,B,0
1,5,E,386564,NJ,Mobile,Apple,Safari,B,0
1,5,NA,299266,CA,Desktop,Apple,Chrome,B,0
1,4,C,192721,CA,Mobile,Apple,Safari,B,0
1,3,E,420254,CA,Desktop,Windows,Safari,A,0
0,6,D,262975,NA,Desktop,Windows,Chrome,B,0
0,0,E,426664,NY,Mobile,Apple,Chrome,A,0
1,5,C,375442,NJ,Mobile,Windows,Chrome,A,0
0,1,A,386366,CA,Desktop,Apple,Chrome,A,0
0,0,A,186708,CA,Desktop,Apple,Safari,A,0
0,3,A,477681,CA,Mobile,Windows,Chrome,B,0
0,5,A,279591,CA,Mobile,Windows,Chrome,B,0
1,5,B,173477,NJ,Desktop,Windows,Chrome,A,0
0,1,A,151696,NY,Desktop,Windows,Chrome,B,0
0,2,A,68068,CA,Desktop,Apple,Safari,A,0
0,3,E,423744,CA,Mobile,Apple,Chrome,B,0
0,5,C,358920,CA,Mobile,Windows,Chrome,B,0
1,1,E,315145,CA,Mobile,Apple,Chrome,B,0
1,3,C,331323,CA,Desktop,Windows,Chrome,A,1
0,3,A,430921,CA,Desktop,Windows,Safari,B,0
0,3,E,136093,NY,Tablet,Windows,Chrome,A,0
0,4,A,160066,NY,Mobile,Windows,Chrome,B,0
1,4,E,142233,NY,Mobile,Apple,Safari,B,0
1,4,D,490129,NY,Mobile,Windows,Chrome,B,0
1,2,D,458322,CA,Mobile,Apple,Safari,B,0
0,5,E,127701,TX,Mobile,Apple,Safari,A,0
0,5,D,120175,CA,Desktop,Apple,Chrome,B,0
1,3,A,292613,NY,Mobile,Apple,Safari,A,0
1,6,D,114916,NA,Mobile,Windows,Chrome,B,0
1,5,E,100508,NY,Tablet,Apple,Opera,A,0
